Team,Player,Experience,DPM,DPM Improvement,O-DPM,D-DPM,Box DPM,Box O-DPM,Box D-DPM,FGA/100,FG2%,FG3A/100,FG3%,FG3ARate%,FTA/100,FT%,FTARate%,Usg%,Reb/100,Ast/100,Ast%,Blk/100,Blk%,Stl/100,Stl%,Tov/100
Milwaukee Bucks,George Hill,Vet,0.7,2.3,0.2,0.6,-1.6,-1.4,-0.2,13.5,50.50%,5.6,32.50%,47.10%,3.2,79.60%,24.00%,12.70%,6,4.9,16.90%,0.4,0.40%,1.7,1.60%,1.7
Chicago Bulls,Lonzo Ball,Vet,0.7,0.7,-0.4,1.1,0.9,-0.5,1.3,16.2,44.80%,11.2,35.10%,71.00%,2.3,70.90%,15.40%,18.60%,7.4,7,20.70%,1,1.10%,2.3,2.20%,3.3
Memphis Grizzlies,Tyus Jones,Vet,0.7,2.3,0.6,0.1,1,1.2,-0.2,17.5,48.10%,7.8,34.80%,45.00%,2.6,82.40%,16.40%,17.60%,5.4,9.4,26.60%,0.1,0.10%,2.2,2.10%,1.9
New Orleans Pelicans,Herbert Jones,Rookie,0.7,2.7,-0.9,1.6,1,-1.2,2.3,11.1,54.00%,4.3,31.90%,38.20%,3.8,81.50%,33.30%,12.70%,6.3,3.2,8.70%,1.2,1.30%,2.5,2.50%,2
Golden State Warriors,Klay Thompson,Vet,0.7,0.2,0.8,-0.1,0.7,1.7,-0.9,27.6,48.90%,15.4,41.00%,54.80%,2.7,83.80%,11.90%,26.40%,5.8,3.5,10.70%,0.8,0.90%,1.1,1.10%,1.6
Dallas Mavericks,Maxi Kleber,Vet,0.7,1.3,-0.7,1.3,-0.1,-0.8,0.7,12.7,55.10%,10.4,34.90%,80.10%,2.7,73.80%,23.10%,14.80%,11.3,2.3,6.90%,1.6,1.80%,0.9,0.90%,1.4
Denver Nuggets,Monte Morris,Vet,0.7,0.6,1.4,-0.8,0.4,1.1,-0.7,15,53.00%,7.4,39.10%,46.30%,2.5,82.40%,16.80%,16.40%,4.9,7.4,19.90%,0.4,0.40%,1.3,1.30%,1.9
Atlanta Hawks,Delon Wright,Vet,0.6,0.7,-0.1,0.8,1,-0.3,1.3,9,52.70%,4.7,32.60%,45.10%,2.5,78.30%,27.30%,10.50%,7.7,5.2,15.50%,0.7,0.80%,2.7,2.60%,1.6
Phoenix Suns,Cameron Johnson,Vet,0.6,0.1,0.6,0,0.7,0.6,0.1,16.9,53.10%,10.6,38.00%,60.80%,4.2,83.30%,24.30%,18.00%,7.7,2.7,7.60%,0.4,0.50%,1.4,1.40%,1.4
Atlanta Hawks,Onyeka Okongwu,Sophomore,0.6,1.1,-0.3,0.9,0.9,-0.2,1.1,9.6,66.00%,0.7,15.10%,4.40%,5.2,70.70%,49.80%,12.20%,14.6,2.2,6.20%,2.5,2.70%,1.5,1.60%,2
Boston Celtics,Derrick White,Vet,0.6,-1.3,0.2,0.4,-0.3,-0.4,0.2,15.4,50.30%,7.3,32.60%,48.80%,5.4,83.00%,31.40%,17.40%,6.3,6,17.00%,1.1,1.20%,1.3,1.30%,2.1
Brooklyn Nets,Bruce Brown,Vet,0.6,0.3,-0.1,0.7,1.4,-0.1,1.6,14.7,54.90%,4.2,33.80%,28.80%,4.1,76.20%,27.40%,16.40%,9.5,4.4,12.80%,1.3,1.50%,1.9,1.90%,2.1
Sacramento Kings,Richaun Holmes,Vet,0.6,-0.9,-0.2,0.8,1.5,0.1,1.4,12.8,63.20%,0.8,21.80%,4.40%,4.6,75.10%,34.30%,14.90%,13.5,2.1,6.40%,2.1,2.50%,1,1.00%,2.3
Chicago Bulls,Alex Caruso,Vet,0.6,0.4,-1,1.6,-0.2,-1.6,1.4,10.1,47.60%,6.1,33.80%,60.20%,2.5,72.10%,24.80%,11.00%,6.3,6.8,17.90%,0.8,1.00%,2.6,2.50%,2.3
New York Knicks,Obi Toppin,Sophomore,0.6,1.1,0.6,0,0,0.7,-0.7,20.6,61.00%,9.9,33.90%,47.10%,4.5,75.60%,24.40%,23.10%,10.3,3.1,10.10%,1.2,1.30%,1.1,1.10%,2.4
Brooklyn Nets,Seth Curry,Vet,0.6,0,0.9,-0.4,1,1.5,-0.4,15.3,53.50%,10,40.10%,61.00%,2.1,83.70%,14.30%,16.30%,4.7,4.4,11.40%,0.5,0.50%,1.2,1.20%,1.8
Charlotte Hornets,Mason Plumlee,Vet,0.5,0,-1.5,2.1,2,-0.6,2.6,8.7,65.80%,0.7,14.50%,4.30%,5.6,44.40%,56.80%,12.80%,16.1,5.9,16.30%,1.5,1.70%,1.6,1.50%,3.2
Chicago Bulls,Derrick Jones Jr.,Vet,0.5,1.2,-0.6,1.2,-0.4,-1.1,0.7,10.7,60.00%,4.7,32.90%,43.40%,3.9,72.30%,32.70%,12.50%,8.6,1.8,4.80%,1.5,1.70%,1.4,1.40%,1.5
Oklahoma City Thunder,Kenrich Williams,Vet,0.5,1.7,-0.8,1.3,-0.1,-0.7,0.6,14.9,52.40%,6.6,32.30%,42.10%,2.9,54.30%,20.80%,16.30%,9.7,4.8,15.50%,0.6,0.70%,1.9,1.80%,2.2
Brooklyn Nets,Nicolas Claxton,Vet,0.5,0.4,0,0.6,0.6,0,0.5,12.1,67.60%,0.7,20.90%,4.70%,5.7,49.60%,48.70%,15.70%,13.9,2.4,6.70%,3,3.40%,1.4,1.40%,1.9
Indiana Pacers,Tyrese Haliburton,Sophomore,0.5,1.3,1.3,-0.8,3.4,2.4,1,15.9,52.70%,7,37.90%,40.70%,4.4,82.50%,28.40%,19.90%,5.7,10.8,34.40%,0.7,0.90%,2.2,2.20%,4
Denver Nuggets,Nah'Shon Hyland,Rookie,0.5,3,1.3,-0.8,1.1,1.6,-0.5,20.3,48.10%,13.2,34.60%,64.60%,5.5,82.40%,26.50%,23.00%,6.4,7.8,24.50%,0.6,0.80%,1.5,1.50%,3.6
Charlotte Hornets,P.J. Washington,Vet,0.5,0.9,-0.2,0.7,-0.4,-0.4,0.1,13.1,55.60%,7,35.50%,48.00%,2.5,71.90%,18.80%,13.90%,9,3.5,9.90%,1.5,1.80%,1.5,1.50%,2
Charlotte Hornets,Cody Martin,Vet,0.4,0.5,-0.6,1,0.8,-0.8,1.7,10.2,55.10%,4,31.50%,39.00%,3,66.80%,30.50%,11.40%,8.1,4,11.10%,0.7,0.80%,2.2,2.10%,1.6
Portland Trail Blazers,Joe Ingles,Vet,0.4,-1,0.6,-0.1,0.3,0.9,-0.6,12.4,50.30%,10.3,35.20%,75.90%,1.8,78.30%,14.10%,13.20%,6,6.5,18.60%,0.3,0.40%,1.2,1.20%,2.3
Orlando Magic,Wendell Carter Jr.,Vet,0.4,1.6,-0.7,1.1,1.4,0,1.4,19.9,57.00%,5.3,31.30%,26.80%,7.4,66.80%,40.30%,24.00%,17.1,4.2,14.10%,1.2,1.40%,1,1.00%,3.4
Milwaukee Bucks,Grayson Allen,Vet,0.4,0.8,0.4,0.1,0.4,0.6,-0.2,13.6,52.00%,10.1,37.30%,67.80%,2.5,84.20%,19.50%,14.20%,6,2.3,7.30%,0.5,0.60%,1.3,1.30%,1.2
New York Knicks,Derrick Rose,Vet,0.4,0.1,0.6,-0.2,-0.4,0,-0.5,18.9,48.60%,7,33.80%,33.80%,3.2,86.10%,19.00%,19.30%,5.8,7.7,23.80%,0.7,0.80%,1.5,1.40%,2.9
Cleveland Cavaliers,Lauri Markkanen,Vet,0.4,1.1,0.5,-0.1,-0.4,0.7,-1.1,19.7,53.80%,11.4,35.80%,58.40%,4.5,83.80%,24.30%,20.10%,9.5,1.7,4.90%,0.8,0.80%,1.2,1.20%,1.4
Denver Nuggets,DeMarcus Cousins,Vet,0.3,1.6,-0.1,0.4,2.8,0.5,2.3,23.8,52.60%,8.4,30.20%,34.00%,8.8,73.20%,39.30%,29.70%,18.2,5.1,16.50%,1.6,1.70%,2.2,2.20%,5.5
Minnesota Timberwolves,D'Angelo Russell,Vet,0.3,1.1,1.5,-1.1,-0.8,0.8,-1.6,19,48.40%,9.4,35.10%,51.00%,5.7,79.70%,27.90%,21.80%,4.9,9.7,29.00%,0.3,0.40%,1.6,1.60%,3.7
Chicago Bulls,DeMar DeRozan,Vet,0.3,0.9,1.6,-1.2,1.2,2.1,-0.9,26.2,50.30%,1.6,30.40%,10.10%,9.8,85.40%,38.20%,28.70%,6.8,6.2,19.60%,0.5,0.60%,1.3,1.30%,3.1
Detroit Pistons,Saben Lee,Sophomore,0.3,1.1,-0.6,0.9,0.7,-0.5,1.3,13,48.60%,4,30.50%,30.80%,5.8,74.90%,41.50%,17.40%,6.6,9.5,31.20%,0.8,0.80%,2.2,2.20%,3.6
Miami Heat,Max Strus,Vet,0.3,0.8,0.8,-0.5,0.2,0.9,-0.7,16.8,57.80%,13.6,36.80%,79.60%,1.9,77.00%,14.40%,17.00%,5.9,2.9,8.40%,0.5,0.50%,1.1,1.10%,1.5
Sacramento Kings,Jeremy Lamb,Vet,0.3,-0.1,0.2,0.2,0.1,-0.6,0.7,16.9,46.70%,8.1,33.70%,47.90%,4.9,81.50%,27.30%,18.40%,8,3.8,12.50%,1,1.20%,1.7,1.70%,1.9
San Antonio Spurs,Devin Vassell,Sophomore,0.3,1.7,0.3,0,0.6,0.4,0.2,18.6,48.90%,10.9,36.30%,55.60%,3,82.80%,17.30%,18.80%,6.9,3.3,10.10%,0.8,0.90%,1.7,1.70%,1.5
Memphis Grizzlies,Kyle Anderson,Vet,0.3,-1.2,-0.9,1.2,0.5,-1.5,2,12.5,51.30%,2.6,29.60%,15.60%,3.4,70.90%,28.90%,14.00%,11.6,4.9,14.00%,1.6,1.80%,2.4,2.40%,2.1
Sacramento Kings,Damian Jones,Vet,0.3,0.5,-0.6,0.8,1.9,0,1.8,13.6,66.00%,2.3,27.10%,13.20%,6.3,70.80%,47.90%,17.80%,11.8,3.2,9.80%,2.3,2.60%,1.2,1.20%,2.6
San Antonio Spurs,Keldon Johnson,Vet,0.3,1.5,0.8,-0.5,0.1,1,-0.9,22.7,51.70%,9.6,35.60%,40.90%,5.9,74.20%,28.40%,24.00%,8.9,3.6,11.30%,0.5,0.50%,1.1,1.10%,2.1
Memphis Grizzlies,Dillon Brooks,Vet,0.3,0.1,0.8,-0.5,-2,-0.6,-1.4,24.8,46.20%,8.6,33.10%,35.00%,5.3,79.80%,21.40%,25.30%,5.2,3.7,11.80%,0.5,0.60%,1.6,1.60%,2.4
Charlotte Hornets,Gordon Hayward,Vet,0.2,-0.5,0.7,-0.5,0.4,0.7,-0.2,18,47.80%,7.6,36.00%,40.90%,4.6,80.80%,27.40%,19.50%,7.3,5.3,15.60%,0.6,0.70%,1.4,1.40%,2.5
Orlando Magic,Mo Bamba,Vet,0.2,1.4,-0.5,0.7,1.7,0.7,0.9,17.6,54.70%,9.9,35.60%,56.00%,2.8,75.10%,17.30%,18.90%,15.4,2.1,6.60%,2.9,3.30%,1,1.00%,1.8
Minnesota Timberwolves,Jordan McLaughlin,Vet,0.2,1.4,-0.3,0.5,0.9,0.1,0.8,9.9,54.30%,5.1,34.30%,49.10%,2.1,75.90%,22.70%,10.80%,5.5,8.3,22.60%,0.5,0.60%,2.6,2.60%,1.9
Sacramento Kings,Terence Davis,Vet,0.2,0.8,0.6,-0.4,-0.2,0.5,-0.7,21.5,51.10%,12.1,35.30%,53.40%,4.4,80.70%,22.30%,22.50%,7.9,3.5,11.40%,0.7,0.80%,1.9,1.90%,2.8
Minnesota Timberwolves,Naz Reid,Vet,0.2,1.3,-0.5,0.7,1.8,0.5,1.3,17.1,57.70%,7.2,31.20%,40.30%,6.2,71.60%,34.40%,20.50%,12.4,2.6,8.50%,2.8,3.20%,1.4,1.40%,2.8
Miami Heat,Duncan Robinson,Vet,0.2,-0.8,0.4,-0.3,-0.1,0.7,-0.8,16.1,57.60%,16.5,35.30%,94.30%,1.9,82.80%,16.30%,16.40%,5.1,2.7,8.50%,0.4,0.50%,1,1.00%,1.4
Memphis Grizzlies,John Konchar,Vet,0.1,-0.4,-0.5,0.7,0.5,-0.2,0.7,10.1,58.80%,5.1,33.10%,48.10%,2.4,62.10%,21.30%,11.10%,12.5,4.1,12.20%,0.8,1.00%,1.7,1.70%,1.5
Chicago Bulls,Tony Bradley,Vet,0.1,0.4,-0.8,1,-0.5,-0.9,0.4,14.1,62.30%,0.7,18.40%,3.90%,5,64.40%,31.70%,17.90%,16.3,2.3,7.10%,2.5,2.90%,1.1,1.10%,2.9
New Orleans Pelicans,Willy Hernangomez,Vet,0.1,0,0.5,-0.3,1.2,1.1,0.1,19.7,53.70%,1.3,25.40%,6.50%,10,72.00%,50.60%,22.10%,17.8,3.2,10.20%,1.3,1.40%,1.3,1.20%,3.6
Minnesota Timberwolves,Josh Okogie,Vet,0.1,0.5,-1.5,1.6,1,-0.9,1.9,11.4,50.50%,4.9,30.10%,43.40%,6.4,72.20%,48.40%,15.30%,6.9,2.5,7.40%,1.1,1.20%,2.4,2.30%,2.3
Dallas Mavericks,Davis Bertans,Vet,0.1,-0.8,0,0.1,-1.2,-0.5,-0.7,14.9,49.60%,13.2,36.30%,86.30%,2.6,83.60%,19.60%,15.40%,7.3,2,5.60%,0.8,0.90%,1.1,1.10%,1.1
Toronto Raptors,Scottie Barnes,Rookie,0.1,1.7,0,0,0.7,0.7,0.1,17.5,53.30%,4.7,29.50%,26.60%,4.4,74.20%,26.70%,19.00%,10.4,4.7,14.60%,0.9,1.00%,1.4,1.50%,2.5
Cleveland Cavaliers,Kevin Love,Vet,0.1,0.2,0.1,0,1,1.7,-0.7,20.9,50.00%,14.6,36.20%,64.90%,4.8,80.40%,26.40%,22.50%,15.8,4,12.30%,0.6,0.70%,0.9,0.90%,2.6
Denver Nuggets,Will Barton,Vet,0.1,0,0.4,-0.4,-2.2,-1.3,-0.9,17.2,49.00%,9,34.70%,49.50%,2.8,78.60%,17.10%,18.10%,7.1,4.9,13.90%,0.6,0.70%,1.2,1.20%,2.4
Indiana Pacers,Malcolm Brogdon,Vet,0.1,-0.3,1,-1,0.4,1.6,-1.2,22,49.80%,7.3,35.20%,32.10%,6.8,83.30%,32.50%,23.70%,7.2,7.6,23.70%,0.5,0.60%,1.1,1.10%,3.1
Atlanta Hawks,John Collins,Vet,0.1,-1.1,-0.4,0.4,0.1,-0.6,0.7,18.7,58.60%,5.6,35.90%,28.90%,5,78.70%,27.70%,19.70%,12.6,2.5,7.50%,1.3,1.60%,0.9,0.90%,2
Boston Celtics,Payton Pritchard,Sophomore,0.1,0.8,1.1,-1,0.8,1.8,-1,19.3,50.60%,14,36.00%,72.90%,1.9,87.20%,13.20%,18.80%,6.5,6.2,17.30%,0.3,0.30%,1.4,1.30%,1.8
Portland Trail Blazers,Justise Winslow,Vet,0.1,2.5,-1.2,1.2,-1.3,-2.4,1.1,17.1,47.90%,5.4,31.20%,30.90%,4.6,58.20%,28.70%,18.40%,11.7,4.6,13.40%,1.2,1.40%,1.8,1.80%,2.8
Indiana Pacers,T.J. Warren,Vet,0,-0.6,-0.1,0.2,-0.3,-0.3,0,20.7,54.10%,6.2,33.70%,31.70%,3.5,79.70%,21.10%,20.60%,7.7,2.7,8.70%,0.7,0.80%,1.6,1.60%,1.5
Phoenix Suns,Dario Saric,Vet,0,0,0.1,0,-0.9,-0.5,-0.4,17.2,49.60%,6.6,33.60%,38.60%,5.2,80.80%,27.90%,18.50%,11.3,3.2,11.10%,0.4,0.50%,1.3,1.20%,2.5
Phoenix Suns,Cameron Payne,Vet,0,-0.9,0.1,-0.1,-0.3,0.4,-0.7,20.6,48.20%,8.4,34.60%,40.20%,3.1,82.90%,16.00%,21.90%,6.4,10.3,29.70%,0.6,0.70%,1.7,1.70%,3.1
Minnesota Timberwolves,Malik Beasley,Vet,0,0.7,0.5,-0.5,0.6,0.8,-0.2,17.1,49.50%,13,37.00%,75.90%,2.1,79.90%,13.40%,16.20%,5.9,2.4,6.80%,0.4,0.50%,1.1,1.00%,1.1
Washington Wizards,Daniel Gafford,Vet,0,-1.5,0,0,0.5,0.1,0.4,14.8,66.80%,0.7,15.40%,4.60%,6.4,66.70%,44.90%,18.40%,14,2.1,6.10%,3.2,3.40%,1.1,1.20%,2.3
Chicago Bulls,Javonte Green,Vet,0,0.6,-0.6,0.6,0,-0.7,0.6,10.2,58.30%,3.4,32.40%,31.40%,3.3,78.90%,31.10%,11.50%,9,1.6,4.60%,0.9,1.00%,2.3,2.40%,1.3
Brooklyn Nets,Andre Drummond,Vet,0,0.1,-0.9,0.9,1.1,-0.3,1.4,16.1,57.20%,0.7,18.80%,4.40%,6.6,56.10%,40.80%,19.00%,21.8,2.9,9.10%,2.3,2.50%,2.6,2.60%,3.7
Philadelphia 76ers,Matisse Thybulle,Vet,0,0.3,-1.1,1.1,-0.5,-1.1,0.6,8.7,60.20%,4.3,33.10%,47.70%,2,68.20%,25.80%,9.70%,5,2.1,6.20%,2.1,2.40%,3.1,3.20%,1.1
Toronto Raptors,Thaddeus Young,Vet,0,-0.8,-1.8,1.7,-0.2,-1.5,1.3,13.4,55.50%,4.5,31.80%,32.70%,2.6,55.60%,19.70%,14.60%,12.1,4.9,13.70%,1.1,1.20%,2.6,2.50%,2.4
Milwaukee Bucks,Jevon Carter,Vet,-0.1,0,-0.3,0.3,0.4,-0.3,0.8,11.4,47.60%,6.5,35.10%,56.60%,1.7,79.20%,14.60%,12.00%,6.2,5.2,14.80%,0.6,0.70%,1.6,1.70%,1.7
Utah Jazz,Bojan Bogdanovic,Vet,-0.1,-0.2,1.3,-1.4,0.1,1.6,-1.5,20.6,49.80%,10.6,37.70%,51.70%,5.9,85.00%,28.50%,23.70%,6.7,2.7,8.30%,0.2,0.20%,0.9,0.90%,2.6
Miami Heat,Tyler Herro,Vet,-0.1,1.4,0.9,-0.9,0.9,1.4,-0.5,23.9,49.40%,10.3,36.20%,41.60%,5,85.30%,23.00%,25.90%,7.6,6.6,20.70%,0.3,0.40%,1.1,1.10%,3.6
Memphis Grizzlies,Xavier Tillman,Sophomore,-0.1,0.7,-1.1,1.1,0.6,-0.7,1.3,12.6,58.60%,2.7,29.00%,14.10%,4.1,63.00%,32.90%,15.40%,11.7,3.2,9.70%,1,1.20%,2.5,2.50%,2.3
Brooklyn Nets,Joe Harris,Vet,-0.1,-0.6,0.1,-0.2,-0.8,0,-0.8,13.5,50.60%,9.6,39.10%,62.30%,1.8,76.20%,13.30%,13.70%,6.3,2.2,6.70%,0.3,0.40%,0.9,0.90%,1.3
Dallas Mavericks,Tim Hardaway Jr.,Vet,-0.1,-0.5,0.8,-0.8,-1,0.4,-1.4,21,45.70%,13,34.80%,60.40%,4.7,76.90%,21.50%,22.20%,6.1,3.2,10.10%,0.3,0.40%,1.1,1.10%,1.5
Dallas Mavericks,Spencer Dinwiddie,Vet,-0.1,-0.3,0.4,-0.5,-1.4,-0.5,-0.9,18.7,49.90%,8.7,32.40%,46.60%,7.2,76.40%,41.20%,21.20%,6.2,7.1,20.60%,0.4,0.50%,1.2,1.20%,2.6
Cleveland Cavaliers,Isaac Okoro,Sophomore,-0.1,2.4,-0.7,0.6,-0.5,-1.2,0.7,9,55.60%,3.2,31.80%,37.60%,4.1,74.40%,46.40%,10.60%,5.7,2.5,7.20%,0.6,0.70%,1.3,1.30%,1.4
Milwaukee Bucks,Pat Connaughton,Vet,-0.1,0.2,0.4,-0.6,0.2,0.6,-0.4,14.2,57.60%,12.3,34.20%,78.20%,1.9,82.20%,16.70%,14.50%,8,2.3,7.10%,0.5,0.70%,1.3,1.30%,1
Indiana Pacers,Goga Bitadze,Vet,-0.1,0.5,-0.3,0.1,0.4,-0.2,0.6,16.3,59.80%,5.6,27.50%,33.20%,6.5,68.20%,39.60%,19.40%,12.1,3.5,11.20%,3,3.60%,1.1,1.10%,2.7
Los Angeles Lakers,Malik Monk,Vet,-0.1,0.9,1,-1.1,-0.7,1,-1.7,20.5,54.00%,10.6,34.50%,52.90%,3.8,79.50%,20.10%,22.50%,5.8,4.8,15.90%,0.6,0.70%,1.3,1.30%,3.1
Los Angeles Lakers,Wayne Ellington,Vet,-0.1,0.4,-0.1,-0.1,0,0.9,-0.9,14.7,49.20%,12.9,36.40%,86.00%,1.6,78.90%,12.10%,14.40%,5,2.1,5.80%,0.4,0.50%,1.2,1.20%,1.2
New York Knicks,Taj Gibson,Vet,-0.1,0.5,-2.2,2.1,0.9,-1.3,2.3,10.2,56.60%,3.2,29.70%,29.10%,2.9,75.20%,27.40%,11.20%,12.4,1.7,4.90%,2.1,2.40%,1.3,1.30%,1.4
Chicago Bulls,Tristan Thompson,Vet,-0.2,0.6,-1,0.8,-2.2,-2,-0.1,11.9,55.10%,0.6,13.20%,4.10%,5.9,53.80%,46.90%,15.00%,15.9,1.9,5.70%,1.3,1.50%,1.1,1.10%,2.3
Boston Celtics,Luke Kornet,Vet,-0.2,-0.8,-1.2,1,0.5,-0.9,1.3,13.1,59.30%,4.1,28.30%,29.30%,3.7,68.40%,25.00%,15.30%,12.5,3.1,9.90%,2.9,3.20%,1.2,1.20%,1.9
Los Angeles Clippers,Norman Powell,Vet,-0.2,-0.6,0.8,-0.9,0.4,1.2,-0.9,21.6,50.10%,9.7,37.70%,44.10%,8.8,80.60%,40.60%,24.90%,5.6,3,9.60%,0.7,0.80%,1.5,1.50%,2.4
Philadelphia 76ers,Paul Reed,Sophomore,-0.2,1,-0.4,0.2,0,-0.3,0.3,18.1,57.60%,1.7,22.10%,10.10%,4.4,61.50%,30.50%,21.10%,15.7,3,9.00%,2.2,2.50%,2.9,3.00%,3
Los Angeles Clippers,Luke Kennard,Vet,-0.2,1.5,0.9,-1.1,-0.4,1.3,-1.7,17.5,47.70%,11.8,37.90%,64.90%,2.5,85.80%,16.20%,17.70%,5.5,3.2,10.40%,0.2,0.30%,0.9,1.00%,1.6
Sacramento Kings,Donte DiVincenzo,Vet,-0.2,-0.6,-0.8,0.6,-0.8,-1.3,0.5,16.2,46.30%,11,33.80%,66.40%,3.7,78.40%,23.00%,19.00%,8.4,5.2,16.50%,0.5,0.60%,2,2.00%,3.3
Portland Trail Blazers,Josh Hart,Vet,-0.2,0.4,0.5,-0.7,0.3,1.5,-1.2,19.3,55.00%,8.6,33.70%,45.60%,6.5,73.60%,38.70%,22.90%,10.3,5.4,18.90%,0.4,0.50%,1.6,1.60%,3.1
Indiana Pacers,Buddy Hield,Vet,-0.2,-0.5,0.8,-1.1,-2,-0.5,-1.5,21.1,49.30%,12.8,37.30%,60.60%,2.8,84.90%,14.80%,21.30%,6.7,4.8,15.40%,0.6,0.60%,1.3,1.30%,3.2
Atlanta Hawks,Kevin Huerter,Vet,-0.2,0.4,0.2,-0.4,-0.3,0,-0.2,16.1,50.40%,9.8,36.30%,58.00%,1.8,79.70%,11.10%,16.90%,5.7,4.5,12.90%,0.7,0.70%,1.4,1.40%,1.9
Los Angeles Clippers,Reggie Jackson,Vet,-0.2,-1,0.3,-0.5,-1,0,-1,25.5,45.20%,10.2,34.40%,38.60%,4.4,82.30%,19.40%,26.70%,6.1,7.2,25.10%,0.5,0.50%,1.2,1.20%,3.9
Minnesota Timberwolves,Jake Layman,Vet,-0.2,-0.1,-0.3,0,-0.4,-0.2,-0.2,16.7,52.40%,7.7,30.70%,48.50%,4.7,68.90%,25.40%,18.60%,7.2,2,5.70%,1.1,1.30%,1.5,1.60%,2.2
New Orleans Pelicans,Trey Murphy III,Rookie,-0.2,1.7,-0.1,-0.1,-0.4,-0.2,-0.2,14.1,49.40%,10.7,35.90%,73.60%,2.9,81.50%,19.70%,13.60%,8.2,1.9,5.00%,0.5,0.60%,1.3,1.30%,0.9
Philadelphia 76ers,Tyrese Maxey,Sophomore,-0.3,0.9,0.7,-1,-0.6,0.7,-1.3,18.7,52.90%,7.6,36.50%,40.50%,4.7,86.10%,26.30%,20.50%,4.7,5.5,16.90%,0.5,0.60%,1.1,1.10%,1.7
Indiana Pacers,T.J. McConnell,Vet,-0.3,-0.4,-0.4,0.1,0.4,0.3,0.1,15.7,51.70%,4.7,30.40%,32.20%,2.2,76.80%,14.90%,16.50%,6.8,9.5,25.10%,0.6,0.60%,2.7,2.70%,3
Dallas Mavericks,Josh Green,Sophomore,-0.3,0.9,-1.2,1,0.1,-1,1,12.4,55.30%,6.7,31.90%,53.40%,2.4,66.50%,19.50%,14.10%,7.3,3.2,8.70%,0.6,0.70%,2,2.00%,1.8
Utah Jazz,Danuel House Jr.,Vet,-0.3,1.1,-0.9,0.6,-0.8,-1.2,0.3,11.8,50.20%,7.6,35.10%,60.90%,3.7,72.00%,27.50%,13.20%,7.2,2.2,6.50%,0.8,1.00%,1.2,1.20%,1.6
Dallas Mavericks,Boban Marjanovic,Vet,-0.3,-0.1,-1.1,0.8,-0.7,-1,0.3,23.7,53.10%,2,24.30%,14.20%,8.9,68.80%,29.70%,26.70%,17.5,1.9,6.00%,1.3,1.50%,0.8,0.70%,3.3
Oklahoma City Thunder,Lindy Waters III,Rookie,-0.3,1.5,-0.1,-0.3,-0.2,0,-0.2,17.5,50.20%,16.4,32.50%,81.20%,1.7,73.30%,17.00%,17.10%,7.6,2.7,8.10%,0.7,0.90%,1.7,1.70%,1.3
San Antonio Spurs,Josh Richardson,Vet,-0.3,1.3,0,-0.3,-0.7,-0.3,-0.4,17,47.20%,9,35.40%,51.70%,3.3,87.10%,19.70%,18.60%,5.7,3.5,10.60%,0.8,0.80%,1.6,1.60%,2
Memphis Grizzlies,Killian Tillie,Sophomore,-0.3,1.5,-1.4,1.1,-0.1,-1.4,1.2,14.1,40.10%,9.8,31.50%,65.20%,2.4,67.70%,20.10%,14.20%,8.8,2.2,8.20%,1.5,1.70%,1.8,1.80%,1.6
Utah Jazz,Royce O'Neale,Vet,-0.4,-0.1,-0.5,0.2,-0.5,-0.5,0,8.9,55.60%,7.4,35.80%,71.20%,1.3,79.60%,14.90%,9.60%,8,3.3,9.10%,0.6,0.70%,1.4,1.40%,1.3
Miami Heat,Victor Oladipo,Vet,-0.4,0,-1.1,0.7,0.8,0,0.8,20.5,48.20%,9.9,33.00%,48.40%,5.6,77.90%,24.70%,22.80%,7,6.2,20.70%,0.5,0.50%,2,1.90%,3.5
